"catchID","date","q0","maize.q1","maize.q2","maize.owner.consent","maize.owner.agree.age","maize.owner.agree.gender","maize.owner.agree.educ","maize.owner.agree.ownership","maize.owner.agree.knw","maize.owner.agree.q3","maize.owner.agree.q4","maize.owner.agree.q5","maize.owner.agree.q6","maize.owner.agree.q7","maize.owner.agree.q8","maize.owner.agree.q9.a","maize.owner.agree.q9.b","maize.owner.agree.q9.d","maize.owner.agree.q9.e","maize.owner.agree.q9.96","maize.owner.agree.q10","maize.owner.agree.q11","maize.owner.agree.train_ISSD","maize.owner.agree.q12","maize.owner.agree.nr_var","maize.owner.agree.q19","maize.owner.agree.q20","maize.owner.agree.long10h.q21","maize.owner.agree.long10h.q22","maize.owner.agree.long10h.q23","maize.owner.agree.long10h.q24","maize.owner.agree.long10h.carry","maize.owner.agree.long10h.q25","maize.owner.agree.long10h.q26","maize.owner.agree.long10h.sold","maize.owner.agree.long10h.q27","maize.owner.agree.long10h.q29","maize.owner.agree.long10h.q30","maize.owner.agree.long10h.q31","maize.owner.agree.q32","maize.owner.agree.longe7h.q33","maize.owner.agree.longe7h.q34","maize.owner.agree.longe7h.q35","maize.owner.agree.longe7h.q36","maize.owner.agree.longe7h.carry2","maize.owner.agree.longe7h.q37","maize.owner.agree.longe7h.q38","maize.owner.agree.longe7h.sold2","maize.owner.agree.longe7h.q39","maize.owner.agree.longe7h.q41","maize.owner.agree.longe7h.q42","maize.owner.agree.longe7h.q43","maize.owner.agree.q44","maize.owner.agree.q45","maize.owner.agree.longe5.q46","maize.owner.agree.longe5.q47","maize.owner.agree.longe5.q48","maize.owner.agree.longe5.q49","maize.owner.agree.longe5.carry3","maize.owner.agree.longe5.q50","maize.owner.agree.longe5.q51","maize.owner.agree.longe5.sold3","maize.owner.agree.longe5.q52","maize.owner.agree.longe5.q54","maize.owner.agree.longe5.q55","maize.owner.agree.longe5.q56","maize.owner.agree.q57","maize.owner.agree.longe4.q58","maize.owner.agree.longe4.q59","maize.owner.agree.longe4.q60","maize.owner.agree.longe4.q61","maize.owner.agree.longe4.carry4","maize.owner.agree.longe4.q62","maize.owner.agree.longe4.q63","maize.owner.agree.longe4.sold4","maize.owner.agree.longe4.q64","maize.owner.agree.longe4.q66","maize.owner.agree.longe4.q67","maize.owner.agree.longe4.q68","maize.owner.agree.temp.q69","maize.owner.agree.temp.q71","maize.owner.agree.temp.q72","maize.owner.agree.temp.q73","maize.owner.agree.temp.q74","maize.owner.agree.temp.q75","maize.owner.agree.temp.q76","maize.owner.agree.temp.q77","maize.owner.agree.temp.q78","maize.owner.agree.temp.q79","maize.owner.agree.temp.q80","maize.owner.agree.temp.q81","maize.owner.agree.temp.q82","maize.owner.agree.q83.a","maize.owner.agree.q83.b","maize.owner.agree.q83.c","maize.owner.agree.q83.d","maize.owner.agree.q83.e","maize.owner.agree.q83.f","maize.owner.agree.q83.g","maize.owner.agree.q83.96","maize.owner.agree.q84","maize.owner.agree.other_q84","maize.owner.agree.q85","maize.owner.agree.q86","maize.owner.agree.q87","maize.owner.agree.q88","maize.owner.agree.q89","maize.owner.agree.q90","maize.owner.agree.q91","maize.owner.agree.q92","maize.owner.agree.q93","maize.owner.agree.q94","maize.owner.agree.q95","maize.owner.agree.q96","maize.owner.agree.q96b","maize.owner.agree.q97.a","maize.owner.agree.q97.b","maize.owner.agree.q97.c","maize.owner.agree.q97.d","maize.owner.agree.q97.96","maize.owner.agree.q98","maize.owner.agree.q99","maize.owner.agree.q100","maize.owner.agree.q101","maize.owner.agree.q102","maize.owner.agree.q103","maize.owner.agree.skill.q104","maize.owner.agree.skill.q105","maize.owner.agree.skill.q106","maize.owner.agree.skill.q107","maize.owner.agree.skill.q108","maize.owner.agree.skill.q109","maize.owner.agree.skill.q110","maize.owner.agree.skill.q111","maize.owner.agree.skill.q112","maize.owner.agree.skill.q113","maize.owner.agree.inspection.q114","maize.owner.agree.inspection.q115","maize.owner.agree.inspection.q116","maize.owner.agree.inspection.q117","maize.owner.agree.inspection.q118","maize.owner.agree.inspection.q119","maize.owner.agree.inspection.q120","maize.owner.agree.inspection.q121","maize.owner.agree.inspection.q122","maize.owner.agree.q70","maize.owner.agree._gps_altitude","maize.owner.agree._gps_precision","reading","exp","date_pack","origin","cert","lot","verif","variety","other_var","company","age","shop_ID","treat","training","clearing","farmer","distID"
83,"2020-09-26","Yes","Yes","n/a","Yes",46,"Female","b","Yes","Yes",0,0,"No",10,4,"2013-01-01","False","True","True","True","False","No","n/a","n/a","No",1,0,"No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",1,"Yes","2.0","50","a","2500","52","47","3000","5","2.0","Yes","4","7","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","No","Yes","Yes","Yes","Yes","Yes","Yes","Cement",3,4,"No","Yes",2,"True","False","False","False","False","False","False","False","c","n/a","b","b",1,"No","1","a","No","No",1,"n/a","n/a","Yes","f","True","False","False","False","False","a",4,3,3,1,4,"a","a","a","a","a","c","a","b","b","b","No","Yes","Yes",0,"No","No","No","No","No",52,1171.87075849942,15,13,"n/a","2020-07-15","Yes","No","Yes","No","long5","n/a",13,78,"AD_292",4,FALSE,TRUE,"TRUE",4
83,"2020-09-26","Yes","Yes","n/a","Yes",20,"Male","c","No","Yes",0,0,"No",5,2,"2010-01-01","False","True","True","True","False","Yes","No","n/a","Yes",2,1,"No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",2,"Yes","0.0","15","a","2500","15","15","3000","0","n/a","Yes","3","1","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","No","No","No","No","No","Yes","No","Cement",2,5,"No","Yes",2,"False","True","False","False","False","False","False","False","c","n/a","b","b",1,"No","2","a","No","Yes",1,"n/a","n/a","No","n/a","True","True","False","False","False","a",4,4,4,3,4,"a","a","88","c","c","c","a","a","a","a","No","Yes","No",2,"Yes","No","No","No","No",30,1171.20649578441,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AD_24",4,FALSE,TRUE,"FALSE",4
83,"2020-09-26","Yes","Yes","n/a","Yes",21,"Male","f","No","Yes",0,0.45,"No",25,10,"2018-01-01","False","True","True","True","False","No","n/a","n/a","Yes",2,1,"Yes","0.0","30","a","5500","30","30","6000","0","n/a","Yes","4","3","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",1,"Yes","0.0","10","a","2500","10","6","3500","4","0.0","No","n/a","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","No","Yes","Yes","Yes","Yes","No","Yes","Cement",1,5,"No","No",4,"False","True","False","False","False","False","False","False","c","n/a","b","b",1,"Yes","1","c","n/a","n/a",2,"2","0","Yes","f","True","True","False","True","False","b",5,5,4,4,4,"c","c","88","88","b","c","a","b","a","b","No","No","No",999,"No","No","No","No","No",26,1154.39198351077,10,13.6,"n/a","2020-07-12","Yes","No","Yes","No","long5","n/a",12,81,"AD_33",4,FALSE,TRUE,"TRUE",4
84,"2020-10-02","Yes","Yes","n/a","Yes",59,"Male","b","Yes","Yes",0,0.9,"Yes",35,15,"2000-01-01","False","False","True","True","False","No","n/a","n/a","Yes",3,2,"Yes","0.0","290","f","5500","290","290","6000","0","n/a","Yes","3","1","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",1,"No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Yes","0.0","150","f","3500","150","150","4000","0","n/a","Yes","3","1","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Cement",1,3,"No","No",4,"True","False","False","False","False","False","False","False","c","n/a","c","c",1,"No","1","b","No","Yes",2,"4","2","No","n/a","True","False","False","False","False","b",4,5,5,4,5,"88","a","88","c","b","c","a","a","88","88","Yes","Yes","No",2,"No","No","No","No","No",25,1112.74817621838,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AD_336",4,FALSE,TRUE,"TRUE",9
84,"2020-10-02","Yes","Yes","n/a","Yes",36,"Female","d","No","Yes",0,0.7,"Yes",20,6,"2015-01-01","False","True","True","True","False","No","n/a","n/a","Yes",3,2,"Yes","10.0","1000","b","9000","1010","850","12000","160","15.0","No","n/a","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",1,"Yes","0.0","800","a","6500","800","800","9000","0","n/a","Yes","4","2","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Yes","Yes","Yes","No","Yes","Yes","Yes","Cement",1,96,"No","No",4,"True","False","False","False","False","False","False","False","c","n/a","b","b",1,"Yes","1","b","No","Yes",2,"10","3","Yes","d","True","True","False","False","False","b",5,4,4,5,5,"c","a","88","a","c","a","a","b","a","88","No","Yes","No",1,"No","No","No","No","No",35,1130.84748689808,10,17.3,"2021-04-15","2020-04-13","Yes","No","Yes","No","10H","n/a",1,171,"AD_240",4,FALSE,TRUE,"TRUE",9
84,"2020-10-02","Yes","Yes","n/a","Yes",18,"Male","d","No","Yes",0.8,0.9,"Yes",10,8,"2015-01-01","False","True","True","True","False","No","n/a","n/a","No",3,2,"Yes","0.0","100","a","9000","100","90","11000","10","0.0","No","n/a","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",1,"Yes","0.0","100","a","8000","100","80","9000","20","0.0","No","n/a","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Yes","No","No","Yes","Yes","No","Yes","Tiles",2,1,"No","No",4,"True","False","False","False","False","False","False","False","d","n/a","b","c",1,"Yes","1","b","No","No",1,"n/a","n/a","Yes","f","True","True","False","False","False","a",3,4,5,3,5,"88","88","88","88","c","88","88","88","a","88","98","Yes","No",1,"No","No","No","No","No",29.5,1089.20400585965,10,14.4,"2021-03-15","n/a","Yes","No","Yes","No","long5","n/a",6,14.9583333333333,"AD_7",4,FALSE,TRUE,"TRUE",9
85,"2020-09-30","Yes","Yes","n/a","Yes",36,"Female","d","Yes","Yes",0,0.2,"Yes",10,8,"2018-01-01","False","True","True","True","False","No","n/a","n/a","Yes",6,5,"Yes","0.0","80","a","5500","80","80","6000","0","n/a","Yes","3","1","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",1,"Yes","0.0","400","a","2700","400","400","3000","0","n/a","Yes","2","1","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","No","Yes","No","No","Yes","No","Yes","Cement",1,5,"No","No",2,"True","False","False","False","False","False","False","False","c","n/a","b","b",1,"No","1","c","n/a","n/a",2,"10","3","Yes","f","True","False","False","False","False","b",4,4,4,2,4,"c","88","b","b","c","b","a","b","a","a","Yes","Yes","No",0,"No","No","No","No","No",27,1082.50428679893,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AD_243",4,FALSE,TRUE,"FALSE",8
85,"2020-09-30","Yes","Yes","n/a","Yes",42,"Female","b","Yes","No",0.1,0.2,"Yes",120,100,"2016-01-01","False","False","True","True","False","No","n/a","n/a","Yes",1,0,"No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",1,"Yes","0.0","300","a","2800","300","300","3500","0","n/a","Yes","3","1","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","No","Yes","No","No","Yes","No","Yes","Cement",1,5,"No","No",4,"True","False","False","False","False","False","False","False","c","n/a","b","b",2,"Yes","1","a","No","Yes",2,"12","6","Yes","f","True","False","False","False","False","a",4,5,3,3,4,"a","a","88","c","b","88","a","b","c","c","No","No","No",1,"No","No","No","No","No",24,1091.71161115029,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AD_273",4,FALSE,TRUE,"TRUE",8
86,"2020-09-29","Yes","Yes","n/a","Yes",44,"Male","e","Yes","No",39,0,"Yes",9,2,"2014-01-01","False","True","True","True","True","No","n/a","n/a","Yes",6,2,"Yes","0.0","250","a","5500","250","230","6000","20","0.0","Yes","2","4","Yes","0.0","50","a","5000","50","50","6000","0","n/a","Yes","3","14",2,"Yes","0.0","250","a","2400","250","250","3000","0","n/a","Yes","2","3","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Yes","No","No","Yes","Yes","Yes","Yes","Cement",2,5,"No","No",5,"True","False","False","False","False","False","False","False","c","n/a","c","c",3,"Yes","2","b","No","No",1,"n/a","n/a","Yes","f","True","True","False","False","False","a",4,5,5,4,5,"b","c","a","c","c","c","a","a","a","c","No","Yes","No",2,"No","No","No","No","No",25,193.180738856103,10,12,"n/a","2020-09-01","Yes","No","No","No","10H","n/a",1,30,"AD_281",1,TRUE,FALSE,"FALSE",4
86,"2020-09-29","Yes","Yes","n/a","Yes",38,"Male","e","Yes","No",39,0,"Yes",30,10,"2009-01-01","True","True","True","True","True","Yes","No","n/a","Yes",2,1,"Yes","0.0","999","a","999","999","999","6000","0","n/a","Yes","2","3","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",1,"Yes","0.0","200","a","2500","200","180","3500","20","5.0","No","n/a","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Cement",2,2,"No","Yes",4,"True","False","False","False","False","False","False","False","c","n/a","c","c",3,"Yes","1","c","n/a","n/a",2,"12","3","No","n/a","True","False","False","False","False","a",3,3,4,4,5,"a","b","b","b","b","c","a","b","88","88","Yes","Yes","98",2,"No","No","No","No","No",27,1129.50509886323,10,11.7,"n/a","2020-08-20","Yes","No","No","No","long5","n/a",4,42,"AD_248",1,TRUE,FALSE,"FALSE",4
87,"2020-09-28","Yes","Yes","n/a","Yes",20,"Female","d","Yes","No",0,0.1,"Yes",30,15,"2020-01-01","False","False","True","True","False","No","n/a","n/a","Yes",2,1,"No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",1,"Yes","0.0","30","a","999","30","6","3000","24","0.0","No","n/a","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","No","Yes","No","Yes","No","Yes","Yes","Cement",1,5,"No","No",5,"True","False","False","False","False","False","False","False","c","n/a","b","b",1,"No","1","b","No","Yes",1,"n/a","n/a","No","n/a","True","False","False","False","False","a",4,3,5,4,4,"b","a","88","c","b","c","b","a","88","a","98","98","No",2,"98","98","No","No","No",24,1092.99517372284,10,12,"n/a","n/a","Yes","No","No","No","long5","n/a",3,NA,"AD_25",2,TRUE,TRUE,"TRUE",5
88,"2020-09-28","Yes","Yes","n/a","Yes",22,"Male","g","Yes","Yes",9.6,0,"Yes",30,10,"2019-01-01","False","True","True","True","False","No","n/a","n/a","Yes",3,2,"Yes","0.0","50","a","5000","50","50","5500","0","n/a","Yes","3","3","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",1,"Yes","0.0","30","a","2500","30","22","3000","8","0.0","No","n/a","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Yes","No","No","Yes","Yes","No","Yes","Cement",2,5,"No","No",5,"True","False","False","False","False","False","False","False","c","n/a","b","b",1,"Yes","1","c","n/a","n/a",1,"n/a","n/a","No","n/a","True","True","False","False","False","b",5,4,4,4,5,"a","a","88","c","c","c","b","c","a","a","98","No","No",1,"Yes","No","No","No","No",27.5,1127.20635775048,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AD_39",1,TRUE,FALSE,"FALSE",4
88,"2020-09-28","Yes","Yes","n/a","Yes",38,"Male","c","Yes","Yes",9,0,"No",15,10,"2017-01-01","False","False","True","True","False","No","n/a","n/a","No",2,1,"Yes","0.0","30","a","5000","30","25","5500","5","0.0","No","n/a","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",1,"Yes","0.0","50","a","2500","50","47","3000","3","0.0","No","n/a","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","No","No","Yes","No","No","No","No","Cement",2,1,"No","No",3,"True","False","False","False","False","False","False","False","c","n/a","b","b",1,"Yes","1","a","No","No",2,"3","1","Yes","f","True","False","False","False","False","a",4,4,3,4,4,"b","88","88","c","c","c","b","b","88","88","98","No","No",0,"No","No","No","No","No",30.5,1146.14119877814,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AD_251",1,TRUE,FALSE,"TRUE",4
89,"2020-09-28","Yes","Yes","n/a","Yes",38,"Male","f","Yes","Yes",10,0,"No",20,3,"2010-01-01","False","False","True","True","False","No","n/a","n/a","No",1,0,"No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",1,"Yes","10.0","50","a","2500","60","45","3000","15","0.0","No","n/a","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","No","Yes","Yes","No","Yes","No","Yes","Cement",2,96,"Yes","No",3,"True","False","False","False","False","False","False","False","a","n/a","c","c",1,"Yes","1","a","No","Yes",2,"10","4","Yes","96","True","False","False","False","False","a",4,4,4,5,5,"88","a","88","a","b","b","a","c","88","b","98","Yes","No",0,"No","No","No","No","No",999,1205.27398246661,15,12.9,"n/a","n/a","Yes","Yes","No","Yes","long5","n/a",11,NA,"AD_253",3,FALSE,FALSE,"FALSE",4
90,"2020-09-29","Yes","Yes","n/a","Yes",39,"Male","e","Yes","No",10,0.45,"No",20,15,"2010-01-01","False","False","False","True","False","No","n/a","n/a","Yes",3,2,"Yes","0.0","300","a","4000","300","300","5000","0","n/a","No","n/a","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",1,"Yes","0.0","200","a","2500","200","200","3000","0","n/a","No","n/a","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","No","Yes","Yes","No","Yes","No","Yes","Cement",2,96,"No","No",3,"True","False","False","False","False","False","False","False","c","n/a","a","a",1,"No","1","c","n/a","n/a",1,"n/a","n/a","No","n/a","True","False","False","False","False","a",4,4,4,3,5,"a","a","c","a","a","c","b","b","a","b","No","No","No",0,"No","No","No","No","No",20,1153.14775735755,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AD_256",1,TRUE,FALSE,"TRUE",4
91,"2020-09-30","Yes","Yes","n/a","Yes",39,"Female","d","Yes","Yes",3,0.1,"Yes",15,8,"2020-01-01","False","True","True","True","False","Yes","No","n/a","Yes",1,0,"No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",2,"Yes","0.0","150","b","2300","150","150","3000","0","n/a","Yes","3","21","Yes","0.0","50","b","2300","50","20","3000","30","0.0","No","n/a","n/a","No","No","No","No","Yes","Yes","Yes","Cement",2,5,"No","No",3,"True","False","False","False","False","False","False","False","c","n/a","c","c",2,"No","1","a","No","No",1,"n/a","n/a","No","n/a","True","False","False","False","False","a",5,4,4,3,5,"b","a","c","c","b","b","b","c","a","a","No","Yes","No",0,"No","No","No","No","No",26,1078.934548736,10,13.6,"n/a","n/a","Yes","No","No","No","long4","n/a",15,NA,"AD_257",1,TRUE,FALSE,"TRUE",8
92,"2020-09-28","Yes","Yes","n/a","Yes",40,"Female","c","Yes","Yes",999,0,"Yes",2,0,"2020-01-01","False","False","True","True","False","No","n/a","n/a","No",1,0,"No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",1,"No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Yes","0.0","3","a","2500","3","1","3000","2","0.0","No","n/a","n/a","Yes","Yes","No","No","No","Yes","Yes","Cement",2,5,"No","No",2,"False","False","False","True","True","False","False","False","d","n/a","b","b",2,"No","1","b","Yes","Yes",1,"n/a","n/a","Yes","f","True","False","False","False","False","a",4,2,3,2,4,"a","b","88","88","88","88","b","88","88","88","No","No","No",0,"No","No","No","No","No",24,1154.10166307446,10,14,"n/a","n/a","Yes","No","No","No","long4","n/a",16,NA,"AD_258",2,TRUE,TRUE,"FALSE",3
93,"2020-10-01","Yes","Yes","n/a","Yes",40,"Male","d","No","No",7,0.1,"Yes",20,15,"2018-01-01","False","False","True","True","False","No","n/a","n/a","Yes",1,0,"No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",1,"Yes","0.0","200","a","2800","200","200","3000","0","n/a","Yes","3","2","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","No","Yes","No","No","Yes","Yes","Yes","Cement",2,96,"No","No",1,"True","False","False","False","False","False","False","False","a","n/a","a","a",1,"No","1","a","No","No",2,"25","3","Yes","f","True","False","False","False","False","a",5,4,5,3,3,"88","a","88","c","c","a","b","b","a","b","No","No","No",0,"No","No","No","No","No",23,1106.91733156688,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AD_260",2,TRUE,TRUE,"TRUE",8
94,"2020-10-02","Yes","Yes","n/a","Yes",18,"Female","d","No","Yes",15,0,"No",25,15,"2020-01-01","False","True","True","True","False","No","n/a","n/a","Yes",3,2,"No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",1,"Yes","0.0","125","a","2800","125","14","3500","111","0.0","Yes","3","1","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","No","No","Yes","Yes","Yes","Yes","Yes","Cement",2,5,"No","No",4,"True","False","False","False","False","False","False","False","c","n/a","b","b",1,"Yes","1","a","No","No",1,"n/a","n/a","Yes","c","True","False","False","False","False","a",4,4,4,4,4,"88","c","c","b","b","b","88","c","c","88","No","Yes","No",0,"No","No","No","No","No",25,1349.31770802901,10,15.1,"n/a","2020-07-14","Yes","No","Yes","No","long5","n/a",12,79,"AD_9",4,FALSE,TRUE,"FALSE",8
94,"2020-10-02","Yes","Yes","n/a","Yes",41,"Male","d","Yes","No",13,0.1,"Yes",50,30,"2005-01-01","False","True","True","True","False","Yes","No","n/a","Yes",4,3,"Yes","0.0","50","a","4500","50","50","6000","0","n/a","Yes","3","5","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",1,"Yes","0.0","450","a","2800","450","443","3500","7","0.0","No","n/a","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","No","Yes","No","No","Yes","Yes","Yes","Cement",2,5,"Yes","No",3,"True","False","False","False","False","False","False","False","c","n/a","b","b",2,"No","1","a","No","Yes",2,"10","3","Yes","e","True","False","False","False","False","b",3,4,4,5,4,"88","a","c","b","b","a","b","a","c","c","No","No","No",0,"No","No","No","No","No",29,1028.35485927239,10,13,"n/a","n/a","No","No","No","No","96","Repackaged seed wirh no details",8,NA,"AD_269",4,FALSE,TRUE,"TRUE",8
95,"2020-10-01","Yes","Yes","n/a","Yes",41,"Female","d","Yes","No",0.2,0,"Yes",10,5,"2018-01-01","False","False","True","True","False","No","n/a","n/a","Yes",4,2,"Yes","0.0","10","a","6000","10","1","7000","9","0.0","No","n/a","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",1,"Yes","0.0","20","a","2500","20","16","3500","4","0.0","No","n/a","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Yes","Yes","No","No","Yes","Yes","Yes","Cement",2,5,"No","Yes",5,"True","False","False","False","False","False","False","False","c","n/a","b","b",1,"No","1","a","No","Yes",1,"n/a","n/a","Yes","96","True","False","False","False","False","a",3,3,5,2,3,"b","b","c","c","c","a","b","a","88","88","No","No","No",0,"No","No","No","No","No",27,1165.16949690165,15,13.2,"n/a","2020-07-12","Yes","No","Yes","No","long5","n/a",12,81,"AD_270",3,FALSE,FALSE,"FALSE",6
96,"2020-09-26","Yes","Yes","n/a","Yes",42,"Male","b","Yes","No",3,1,"No",2,1,"2019-01-01","False","False","False","False","True","No","n/a","n/a","Yes",0,0,"No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",1,"Yes","0.0","150","a","3000","150","149","3500","1","0.0","Yes","2","2","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","No","Yes","No","No","No","No","Yes","Cement",2,3,"No","No",2,"True","False","False","False","False","False","False","False","c","n/a","c","c",1,"Yes","2","a","Yes","No",2,"3","0","No","n/a","True","False","False","False","False","b",4,5,5,4,5,"c","b","c","b","b","a","b","a","88","b","No","Yes","No",0,"No","No","No","No","No",23,1078.14347049029,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AD_271",4,FALSE,TRUE,"FALSE",2
96,"2020-09-28","Yes","Yes","n/a","Yes",45,"Male","c","Yes","No",2,0.1,"Yes",8,2,"2014-01-01","False","True","True","True","False","No","n/a","n/a","Yes",1,0,"No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",1,"Yes","0.0","60","a","2500","60","57","3000","3","0.0","Yes","2","3","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Yes","No","No","Yes","No","Yes","Yes","Cement",2,5,"No","No",3,"False","False","False","False","False","False","False","True","c","n/a","c","c",2,"Yes","1","a","No","No",2,"3","0","Yes","f","True","False","False","False","False","b",4,5,5,5,5,"a","c","b","c","b","a","b","88","a","b","No","Yes","No",0,"No","No","No","No","No",25,1259.06274636667,10,15.3,"n/a","2020-07-14","Yes","No","Yes","No","long5","n/a",12,79,"AD_288",4,FALSE,TRUE,"FALSE",4
